"term","freq","s1","s2","s3","s4","prob"
"you want to go",20,"you","want","to","go",0.0429184549356223
"you will have to",20,"you","will","have","to",0.307692307692308
"a few days ago",19,"a","few","days","ago",0.133802816901408
"a great day for",19,"a","great","day","for",0.0883720930232558
"a great time at",19,"a","great","time","at",0.125
"a hell of a",19,"a","hell","of","a",1
"a whole bunch of",19,"a","whole","bunch","of",0.863636363636364
"all the time and",19,"all","the","time","and",0.0791666666666667
"along the lines of",19,"along","the","lines","of",0.863636363636364
"am going to be",19,"am","going","to","be",0.108571428571429
"and i love it",19,"and","i","love","it",0.158333333333333
"as much as possible",19,"as","much","as","possible",0.0693430656934307
"asked me if i",19,"asked","me","if","i",0.904761904761905
"at the time i",19,"at","the","time","i",0.109826589595376
"been a while since",19,"been","a","while","since",0.487179487179487
"but it is a",19,"but","it","is","a",0.107954545454545
"did a great job",19,"did","a","great","job",0.730769230769231
"do you have to",19,"do","you","have","to",0.0811965811965812
"do you know how",19,"do","you","know","how",0.111111111111111
"for a few minutes",19,"for","a","few","minutes",0.115853658536585
"for all of your",19,"for","all","of","your",0.168141592920354
"from all over the",19,"from","all","over","the",0.791666666666667
"get rid of the",19,"get","rid","of","the",0.223529411764706
"gonna be a good",19,"gonna","be","a","good",0.215909090909091
"have a good one",19,"have","a","good","one",0.120253164556962
"have a great night",19,"have","a","great","night",0.0514905149051491
"have the right to",19,"have","the","right","to",0.703703703703704
"hope you like it",19,"hope","you","like","it",0.513513513513513
"i'm going to do",19,"i'm","going","to","do",0.0457831325301205
"i'm pretty sure i",19,"i'm","pretty","sure","i",0.231707317073171
"i am thankful for",19,"i","am","thankful","for",0.730769230769231
"i didn't have to",19,"i","didn't","have","to",0.253333333333333
"i don't have any",19,"i","don't","have","any",0.102702702702703
"i had a great",19,"i","had","a","great",0.0516304347826087
"i hope you had",19,"i","hope","you","had",0.076
"i know how to",19,"i","know","how","to",0.358490566037736
"i went to a",19,"i","went","to","a",0.0892018779342723
"if i had a",19,"if","i","had","a",0.19
"if i wanted to",19,"if","i","wanted","to",0.612903225806452
"in the long run",19,"in","the","long","run",0.612903225806452
"in the world is",19,"in","the","world","is",0.0451306413301663
"in the world to",19,"in","the","world","to",0.0451306413301663
"is that it is",19,"is","that","it","is",0.253333333333333
"it's gonna be a",19,"it's","gonna","be","a",0.345454545454545
"it all the time",19,"it","all","the","time",0.558823529411765
"it is a great",19,"it","is","a","great",0.0517711171662125
"it is hard to",19,"it","is","hard","to",0.826086956521739
"it took me a",19,"it","took","me","a",0.365384615384615
"just in time for",19,"just","in","time","for",0.612903225806452
"keep an eye out",19,"keep","an","eye","out",0.542857142857143
"let me know how",19,"let","me","know","how",0.0570570570570571
"looking forward to this",19,"looking","forward","to","this",0.0289193302891933
"of the th century",19,"of","the","th","century",0.441860465116279
"of you who have",19,"of","you","who","have",0.223529411764706
"on the big screen",19,"on","the","big","screen",0.575757575757576
"on the lookout for",19,"on","the","lookout","for",0.76
"on the one hand",19,"on","the","one","hand",0.655172413793103
"on the road to",19,"on","the","road","to",0.19
"on this day in",19,"on","this","day","in",0.527777777777778
"one of those people",19,"one","of","those","people",0.0676156583629893
"shut the fuck up",19,"shut","the","fuck","up",1
"so if you are",19,"so","if","you","are",0.231707317073171
"so much better than",19,"so","much","better","than",0.301587301587302
"so that you can",19,"so","that","you","can",0.527777777777778
"something to do with",19,"something","to","do","with",0.395833333333333
"supposed to be a",19,"supposed","to","be","a",0.115151515151515
"thank you for sharing",19,"thank","you","for","sharing",0.0323679727427598
"thanks for your support",19,"thanks","for","your","support",0.234567901234568
"that i want to",19,"that","i","want","to",0.542857142857143
"that there was a",19,"that","there","was","a",0.351851851851852
"the good news is",19,"the","good","news","is",0.475
"the past few days",19,"the","past","few","days",0.287878787878788
"the past few years",19,"the","past","few","years",0.287878787878788
"the power of the",19,"the","power","of","the",0.195876288659794
"the word of god",19,"the","word","of","god",0.575757575757576
"thought it was a",19,"thought","it","was","a",0.13768115942029
"to all who came",19,"to","all","who","came",0.339285714285714
"to be the most",19,"to","be","the","most",0.0629139072847682
"to come back to",19,"to","come","back","to",0.256756756756757
"to everyone who came",19,"to","everyone","who","came",0.301587301587302
"to go to work",19,"to","go","to","work",0.0442890442890443
"to hang out with",19,"to","hang","out","with",0.339285714285714
"to say that i",19,"to","say","that","i",0.131944444444444
"to the united states",19,"to","the","united","states",0.863636363636364
"was the last time",19,"was","the","last","time",0.5
"we can't wait to",19,"we","can't","wait","to",0.655172413793103
"we need to be",19,"we","need","to","be",0.0669014084507042
"we were in the",19,"we","were","in","the",0.441860465116279
"we would like to",19,"we","would","like","to",0.863636363636364
"what do you mean",19,"what","do","you","mean",0.0605095541401274
"what you need to",19,"what","you","need","to",0.487179487179487
"who wants to be",19,"who","wants","to","be",0.165217391304348
"you want to get",19,"you","want","to","get",0.0407725321888412
"a good place to",18,"a","good","place","to",0.6
"a great time to",18,"a","great","time","to",0.118421052631579
"a matter of fact",18,"a","matter","of","fact",0.191489361702128
"a matter of time",18,"a","matter","of","time",0.191489361702128
"about the fact that",18,"about","the","fact","that",0.947368421052632
"all you have to",18,"all","you","have","to",0.75
"all you need is",18,"all","you","need","is",0.409090909090909
"and i decided to",18,"and","i","decided","to",0.947368421052632
"and i hope you",18,"and","i","hope","you",0.230769230769231
"and i love you",18,"and","i","love","you",0.15
"and if you are",18,"and","if","you","are",0.160714285714286
"at the start of",18,"at","the","start","of",0.857142857142857
"but i don't know",18,"but","i","don't","know",0.160714285714286
"but in the end",18,"but","in","the","end",0.253521126760563
"cake cake cake cake",18,"cake","cake","cake","cake",0.72
"end of the month",18,"end","of","the","month",0.0491803278688525
"end of the world",18,"end","of","the","world",0.0491803278688525
"every once in a",18,"every","once","in","a",0.947368421052632
"every single one of",18,"every","single","one","of",0.857142857142857
"follow us on twitter",18,"follow","us","on","twitter",0.782608695652174
"for a few hours",18,"for","a","few","hours",0.109756097560976
"for a little while",18,"for","a","little","while",0.285714285714286
"for most of the",18,"for","most","of","the",0.409090909090909
"for quite some time",18,"for","quite","some","time",0.947368421052632
"get in the way",18,"get","in","the","way",0.36734693877551
"glad you enjoyed it",18,"glad","you","enjoyed","it",0.439024390243902
"had no idea what",18,"had","no","idea","what",0.195652173913043
"having a hard time",18,"having","a","hard","time",1
"he is going to",18,"he","is","going","to",0.857142857142857
"hour and a half",18,"hour","and","a","half",1
"how do i get",18,"how","do","i","get",0.305084745762712
"how i feel about",18,"how","i","feel","about",0.36734693877551
"i'd love to hear",18,"i'd","love","to","hear",0.219512195121951
"i'm just going to",18,"i'm","just","going","to",0.818181818181818
"i can't believe i",18,"i","can't","believe","i",0.15929203539823
"i don't feel like",18,"i","don't","feel","like",0.439024390243902
"i dont know why",18,"i","dont","know","why",0.0927835051546392
"i have a new",18,"i","have","a","new",0.0290791599353796
"i have come to",18,"i","have","come","to",0.580645161290323
"i have so many",18,"i","have","so","many",0.428571428571429
"i have so much",18,"i","have","so","much",0.428571428571429
"i knew it was",18,"i","knew","it","was",0.382978723404255
"i know it is",18,"i","know","it","is",0.202247191011236
"i know this is",18,"i","know","this","is",0.409090909090909
"i think i'm going",18,"i","think","i'm","going",0.227848101265823
"i want to say",18,"i","want","to","say",0.0227272727272727
"i was supposed to",18,"i","was","supposed","to",1
"if you'd like to",18,"if","you'd","like","to",0.692307692307692
"if you're going to",18,"if","you're","going","to",0.857142857142857
"if you look at",18,"if","you","look","at",0.620689655172414
"in a bit of",18,"in","a","bit","of",0.6
"in front of you",18,"in","front","of","you",0.059016393442623
"in the mood to",18,"in","the","mood","to",0.418604651162791
"incorporated in item c",18,"incorporated","in","item","c",0.72
"is a form of",18,"is","a","form","of",0.947368421052632
"is subject to change",18,"is","subject","to","change",0.818181818181818
"is the last day",18,"is","the","last","day",0.418604651162791
"is what it is",18,"is","what","it","is",0.692307692307692
"it is time for",18,"it","is","time","for",0.391304347826087
"it is to be",18,"it","is","to","be",0.243243243243243
"looking for a new",18,"looking","for","a","new",0.101123595505618
"made it to the",18,"made","it","to","the",0.321428571428571
"more often than not",18,"more","often","than","not",0.75
"my way to the",18,"my","way","to","the",0.183673469387755
"nice to see you",18,"nice","to","see","you",0.315789473684211
"of the fact that",18,"of","the","fact","that",0.75
"one of my favourite",18,"one","of","my","favourite",0.0368098159509202
"quite a bit of",18,"quite","a","bit","of",0.346153846153846
"rest of the week",18,"rest","of","the","week",0.0586319218241042
"right around the corner",18,"right","around","the","corner",0.857142857142857
"seems to me that",18,"seems","to","me","that",0.6
"shout out to my",18,"shout","out","to","my",0.142857142857143
"so much for your",18,"so","much","for","your",0.0807174887892377
"so proud of you",18,"so","proud","of","you",0.272727272727273
"some of the things",18,"some","of","the","things",0.0326086956521739
"sounds like a good",18,"sounds","like","a","good",0.171428571428571
"sure to check out",18,"sure","to","check","out",0.5625
"tens of thousands of",18,"tens","of","thousands","of",0.947368421052632
"thank you for making",18,"thank","you","for","making",0.030664395229983
"thanks for the great",18,"thanks","for","the","great",0.0127659574468085
"that i used to",18,"that","i","used","to",0.75
"that this is a",18,"that","this","is","a",0.195652173913043
"that you have to",18,"that","you","have","to",0.195652173913043
"the fact that it",18,"the","fact","that","it",0.0401785714285714
"the fact that they",18,"the","fact","that","they",0.0401785714285714
"the form of a",18,"the","form","of","a",0.339622641509434
"the history of the",18,"the","history","of","the",0.290322580645161
"the italy lakes holidays",18,"the","italy","lakes","holidays",1
"the last few days",18,"the","last","few","days",0.227848101265823
"the most important thing",18,"the","most","important","thing",0.2
"the next few weeks",18,"the","next","few","weeks",0.321428571428571
"the world to me",18,"the","world","to","me",0.276923076923077
"there are lots of",18,"there","are","lots","of",0.947368421052632
"there was no way",18,"there","was","no","way",0.152542372881356
"there will be no",18,"there","will","be","no",0.12
"there would be no",18,"there","would","be","no",0.36
"to be in a",18,"to","be","in","a",0.0853080568720379
"to catch up on",18,"to","catch","up","on",0.253521126760563
"to catch up with",18,"to","catch","up","with",0.253521126760563
"to find a way",18,"to","find","a","way",0.132352941176471
"to give you a",18,"to","give","you","a",0.28125
"to know how to",18,"to","know","how","to",0.339622641509434
"to listen to the",18,"to","listen","to","the",0.147540983606557
"to see you guys",18,"to","see","you","guys",0.0465116279069767
"to the next level",18,"to","the","next","level",0.219512195121951
"turn out to be",18,"turn","out","to","be",0.857142857142857
"we have a new",18,"we","have","a","new",0.0821917808219178
"what are you going",18,"what","are","you","going",0.0837209302325581
"what did you think",18,"what","did","you","think",0.253521126760563
"what i wanted to",18,"what","i","wanted","to",0.5
"what you want to",18,"what","you","want","to",0.233766233766234
"when i was little",18,"when","i","was","little",0.0552147239263804
"will be in the",18,"will","be","in","the",0.216867469879518
"will be on the",18,"will","be","on","the",0.236842105263158
"will give you a",18,"will","give","you","a",0.352941176470588
"wish i could be",18,"wish","i","could","be",0.102857142857143
"would have to be",18,"would","have","to","be",0.230769230769231
"you are looking for",18,"you","are","looking","for",0.75
"you don't have a",18,"you","don't","have","a",0.173076923076923
"you i love you",18,"you","i","love","you",0.666666666666667
"you may want to",18,"you","may","want","to",0.857142857142857
"you need to get",18,"you","need","to","get",0.0649819494584837
"you will have a",18,"you","will","have","a",0.276923076923077
"a work in progress",17,"a","work","in","progress",0.944444444444444
"all i want to",17,"all","i","want","to",0.377777777777778
"and a bit of",17,"and","a","bit","of",0.607142857142857
"and as a result",17,"and","as","a","result",0.404761904761905
"and i can't wait",17,"and","i","can't","wait",0.25
"and i had a",17,"and","i","had","a",0.161904761904762
"and i went to",17,"and","i","went","to",0.447368421052632
"and is subject to",17,"and","is","subject","to",1
"and look forward to",17,"and","look","forward","to",1
"are supposed to be",17,"are","supposed","to","be",0.53125
"as a way of",17,"as","a","way","of",0.485714285714286
"as a way to",17,"as","a","way","to",0.485714285714286
"as soon as you",17,"as","soon","as","you",0.092896174863388
"be a good one",17,"be","a","good","one",0.101796407185629
"couple of years ago",17,"couple","of","years","ago",0.435897435897436
"day of my life",17,"day","of","my","life",0.515151515151515
"did i mention that",17,"did","i","mention","that",0.414634146341463
"every time i see",17,"every","time","i","see",0.147826086956522
"felt like i was",17,"felt","like","i","was",0.515151515151515
"first day of the",17,"first","day","of","the",0.232876712328767
"for a while now",17,"for","a","while","now",0.0923913043478261
"for the second time",17,"for","the","second","time",0.459459459459459
"going to be on",17,"going","to","be","on",0.0227882037533512
"had a great weekend",17,"had","a","great","weekend",0.0813397129186603
"happy birthday to the",17,"happy","birthday","to","the",0.130769230769231
"have the ability to",17,"have","the","ability","to",1
"have to say that",17,"have","to","say","that",0.149122807017544
"haven't been able to",17,"haven't","been","able","to",1
"high high high high",17,"high","high","high","high",0.944444444444444
"hope you're having a",17,"hope","you're","having","a",0.85
"hope you are having",17,"hope","you","are","having",0.22972972972973
"i am on the",17,"i","am","on","the",0.386363636363636
"i am pretty sure",17,"i","am","pretty","sure",0.894736842105263
"i came up with",17,"i","came","up","with",0.944444444444444
"i can say is",17,"i","can","say","is",0.303571428571429
"i do not know",17,"i","do","not","know",0.101190476190476
"i got to see",17,"i","got","to","see",0.139344262295082
"i hope you all",17,"i","hope","you","all",0.068
"i hope you will",17,"i","hope","you","will",0.068
"i may have to",17,"i","may","have","to",0.25
"i think i will",17,"i","think","i","will",0.045822102425876
"i think it would",17,"i","think","it","would",0.101190476190476
"i wanna go to",17,"i","wanna","go","to",0.354166666666667
"i wanted to make",17,"i","wanted","to","make",0.0524691358024691
"if i want to",17,"if","i","want","to",0.653846153846154
"if there is a",17,"if","there","is","a",0.232876712328767
"if they want to",17,"if","they","want","to",0.772727272727273
"if you live in",17,"if","you","live","in",0.607142857142857
"in an effort to",17,"in","an","effort","to",0.944444444444444
"in love with you",17,"in","love","with","you",0.0858585858585859
"in terms of the",17,"in","terms","of","the",0.146551724137931
"in the end i",17,"in","the","end","i",0.11038961038961
"in the first round",17,"in","the","first","round",0.085
"in the mood for",17,"in","the","mood","for",0.395348837209302
"in the s and",17,"in","the","s","and",0.149122807017544
"is a bit of",17,"is","a","bit","of",0.261538461538462
"it's been a long",17,"it's","been","a","long",0.193181818181818
"it's been a while",17,"it's","been","a","while",0.193181818181818
"it can be a",17,"it","can","be","a",0.146551724137931
"it is a good",17,"it","is","a","good",0.0463215258855586
"it reminds me of",17,"it","reminds","me","of",0.739130434782609
"it turns out that",17,"it","turns","out","that",0.242857142857143
"it would be great",17,"it","would","be","great",0.0459459459459459
"keep in mind that",17,"keep","in","mind","that",0.62962962962963
"keep up the great",17,"keep","up","the","great",0.265625
"know if you have",17,"know","if","you","have",0.166666666666667
"la la la la",17,"la","la","la","la",0.68
"may not be the",17,"may","not","be","the",0.16504854368932
"me when i was",17,"me","when","i","was",0.283333333333333
"much as i do",17,"much","as","i","do",0.171717171717172
"my mom and i",17,"my","mom","and","i",0.320754716981132
"of my all time",17,"of","my","all","time",1
"on my way home",17,"on","my","way","home",0.125
"on the same day",17,"on","the","same","day",0.25
"one of my best",17,"one","of","my","best",0.0347648261758691
"open to the public",17,"open","to","the","public",0.586206896551724
"quote of the day",17,"quote","of","the","day",0.739130434782609
"said in a statement",17,"said","in","a","statement",0.459459459459459
"see you all there",17,"see","you","all","there",0.414634146341463
"seems to be a",17,"seems","to","be","a",0.0934065934065934
"some of the other",17,"some","of","the","other",0.0307971014492754
"thanks for the kind",17,"thanks","for","the","kind",0.0120567375886525
"thanks to all the",17,"thanks","to","all","the",0.193181818181818
"that i do not",17,"that","i","do","not",0.346938775510204
"that it is not",17,"that","it","is","not",0.0923913043478261
"that we have to",17,"that","we","have","to",0.2
"the course of the",17,"the","course","of","the",0.253731343283582
"the difference between a",17,"the","difference","between","a",0.242857142857143
"the s and s",17,"the","s","and","s",0.404761904761905
"the size of a",17,"the","size","of","a",0.236111111111111
"this will be a",17,"this","will","be","a",0.278688524590164
"tip of the day",17,"tip","of","the","day",0.5
"to pick up the",17,"to","pick","up","the",0.193181818181818
"to take advantage of",17,"to","take","advantage","of",1
"to tell you that",17,"to","tell","you","that",0.144067796610169
"to you as well",17,"to","you","as","well",0.586206896551724
"want to have a",17,"want","to","have","a",0.274193548387097
"want to know how",17,"want","to","know","how",0.133858267716535
"want to make a",17,"want","to","make","a",0.207317073170732
"was a lot of",17,"was","a","lot","of",0.653846153846154
"what i can do",17,"what","i","can","do",0.361702127659574
"when i wake up",17,"when","i","wake","up",1
"when it came to",17,"when","it","came","to",0.68
"who came out to",17,"who","came","out","to",0.459459459459459
"will be at the",17,"will","be","at","the",0.283333333333333
"would like to be",17,"would","like","to","be",0.0643939393939394
"you are in the",17,"you","are","in","the",0.25
"you are one of",17,"you","are","one","of",0.739130434782609
"you for the rt",17,"you","for","the","rt",0.0790697674418605
"you might want to",17,"you","might","want","to",0.944444444444444
"you to all of",17,"you","to","all","of",0.34
"a lot of work",16,"a","lot","of","work",0.0142857142857143
"a part of it",16,"a","part","of","it",0.092485549132948
"a part of this",16,"a","part","of","this",0.092485549132948
"a participant in the",16,"a","participant","in","the",0.888888888888889
"a picture of the",16,"a","picture","of","the",0.146788990825688
"a waste of time",16,"a","waste","of","time",0.571428571428571
"all you need to",16,"all","you","need","to",0.363636363636364
"am so excited to",16,"am","so","excited","to",0.484848484848485
"an eye out for",16,"an","eye","out","for",0.727272727272727
"and all of the",16,"and","all","of","the",0.4
"and i am so",16,"and","i","am","so",0.0672268907563025
"and i feel like",16,"and","i","feel","like",0.372093023255814
"and it is not",16,"and","it","is","not",0.0820512820512821
"are a couple of",16,"are","a","couple","of",0.666666666666667
"are going to have",16,"are","going","to","have",0.0695652173913043
"are looking for a",16,"are","looking","for","a",0.266666666666667
"as far as the",16,"as","far","as","the",0.135593220338983
"as is and is",16,"as","is","and","is",1
"as it turns out",16,"as","it","turns","out",1
"as long as the",16,"as","long","as","the",0.0707964601769911
"as soon as possible",16,"as","soon","as","possible",0.087431693989071
"at in the morning",16,"at","in","the","morning",0.64
"be able to make",16,"be","able","to","make",0.0294659300184162
"be one of those",16,"be","one","of","those",0.219178082191781
"but at the same",16,"but","at","the","same",0.363636363636364
"but i don't want",16,"but","i","don't","want",0.142857142857143
"by the fact that",16,"by","the","fact","that",0.941176470588235
"by the way i",16,"by","the","way","i",0.105960264900662
"can you please follow",16,"can","you","please","follow",0.363636363636364
"certain content that appears",16,"certain","content","that","appears",1
"chance to win a",16,"chance","to","win","a",0.285714285714286
"change or removal at",16,"change","or","removal","at",1
"comes from amazon services",16,"comes","from","amazon","services",1
"content is provided as",16,"content","is","provided","as",1
"content that appears on",16,"content","that","appears","on",1
"decided to make a",16,"decided","to","make","a",0.41025641025641
"did you see the",16,"did","you","see","the",0.307692307692308
"do something about it",16,"do","something","about","it",0.666666666666667
"doesn't have to be",16,"doesn't","have","to","be",0.516129032258065
"doing the same thing",16,"doing","the","same","thing",0.571428571428571
"find it hard to",16,"find","it","hard","to",1
"for the time being",16,"for","the","time","being",0.666666666666667
"from amazon services llc",16,"from","amazon","services","llc",1
"get out of bed",16,"get","out","of","bed",0.120300751879699
"going on in the",16,"going","on","in","the",0.280701754385965
"going to be an",16,"going","to","be","an",0.0214477211796247
"good news is that",16,"good","news","is","that",0.592592592592593
"had no idea that",16,"had","no","idea","that",0.173913043478261
"happy new year everyone",16,"happy","new","year","everyone",0.146788990825688
"have a chance to",16,"have","a","chance","to",0.470588235294118
"have the opportunity to",16,"have","the","opportunity","to",0.941176470588235
"have to take a",16,"have","to","take","a",0.238805970149254
"hey thanks for the",16,"hey","thanks","for","the",0.551724137931034
"how do you feel",16,"how","do","you","feel",0.0883977900552486
"i'd love to see",16,"i'd","love","to","see",0.195121951219512
"i'm going to go",16,"i'm","going","to","go",0.0385542168674699
"i'm going to miss",16,"i'm","going","to","miss",0.0385542168674699
"i'm going to the",16,"i'm","going","to","the",0.0385542168674699
"i'm not sure how",16,"i'm","not","sure","how",0.139130434782609
"i'm so proud of",16,"i'm","so","proud","of",0.842105263157895
"i am a huge",16,"i","am","a","huge",0.0686695278969957
"i am looking for",16,"i","am","looking","for",0.363636363636364
"i am ready to",16,"i","am","ready","to",0.761904761904762
"i can make it",16,"i","can","make","it",0.280701754385965
"i did not know",16,"i","did","not","know",0.145454545454545
"i do not have",16,"i","do","not","have",0.0952380952380952
"i don't get it",16,"i","don't","get","it",0.210526315789474
"i feel the same",16,"i","feel","the","same",0.421052631578947
"i had a lot",16,"i","had","a","lot",0.0434782608695652
"i hope i can",16,"i","hope","i","can",0.235294117647059
"i know i have",16,"i","know","i","have",0.0747663551401869
"i may not be",16,"i","may","not","be",0.390243902439024
"i might as well",16,"i","might","as","well",1
"i might have to",16,"i","might","have","to",0.307692307692308
"i still have to",16,"i","still","have","to",0.16
"i think you should",16,"i","think","you","should",0.168421052631579
"i used to know",16,"i","used","to","know",0.0963855421686747
"i want to have",16,"i","want","to","have",0.0202020202020202
"i was a bit",16,"i","was","a","bit",0.0754716981132075
"i was wondering if",16,"i","was","wondering","if",0.444444444444444
"i will give you",16,"i","will","give","you",0.592592592592593
"i will never forget",16,"i","will","never","forget",0.225352112676056
"i would have been",16,"i","would","have","been",0.0824742268041237
"if any of you",16,"if","any","of","you",0.533333333333333
"if you ask me",16,"if","you","ask","me",0.666666666666667
"if you have time",16,"if","you","have","time",0.0512820512820513
"if you need a",16,"if","you","need","a",0.168421052631579
"in a good mood",16,"in","a","good","mood",0.313725490196078
"in a large bowl",16,"in","a","large","bowl",0.380952380952381
"in one of my",16,"in","one","of","my",0.192771084337349
"in the heart of",16,"in","the","heart","of",0.695652173913043
"in the right direction",16,"in","the","right","direction",0.340425531914894
"is and is subject",16,"is","and","is","subject",0.761904761904762
"is not a good",16,"is","not","a","good",0.0776699029126214
"is provided as is",16,"is","provided","as","is",1
"it had to be",16,"it","had","to","be",0.533333333333333
"it out of the",16,"it","out","of","the",0.470588235294118
"it was a very",16,"it","was","a","very",0.0262725779967159
"just around the corner",16,"just","around","the","corner",0.941176470588235
"just let me know",16,"just","let","me","know",0.64
"keep an eye on",16,"keep","an","eye","on",0.457142857142857
"know that you are",16,"know","that","you","are",0.380952380952381
"know what that means",16,"know","what","that","means",0.571428571428571
"know who you are",16,"know","who","you","are",0.888888888888889
"last night at the",16,"last","night","at","the",0.444444444444444
"like to think that",16,"like","to","think","that",0.363636363636364
"look forward to your",16,"look","forward","to","your",0.0701754385964912
"love of my life",16,"love","of","my","life",1
"make it to the",16,"make","it","to","the",0.355555555555556
"may be able to",16,"may","be","able","to",1
"need to get a",16,"need","to","get","a",0.0919540229885057
"needless to say i",16,"needless","to","say","i",0.372093023255814
"nothing more than a",16,"nothing","more","than","a",0.421052631578947
"now i want to",16,"now","i","want","to",0.666666666666667
"now is the time",16,"now","is","the","time",0.761904761904762
"of the time i",16,"of","the","time","i",0.119402985074627
"on to the next",16,"on","to","the","next",0.181818181818182
"one of my all",16,"one","of","my","all",0.032719836400818
"one of the more",16,"one","of","the","more",0.0123171670515781
"one of those days",16,"one","of","those","days",0.0569395017793594
"one way or another",16,"one","way","or","another",0.888888888888889
"or removal at any",16,"or","removal","at","any",1
"provided as is and",16,"provided","as","is","and",1
"removal at any time",16,"removal","at","any","time",1
"said it would be",16,"said","it","would","be",0.727272727272727
"see you again soon",16,"see","you","again","soon",0.363636363636364
"seems to be the",16,"seems","to","be","the",0.0879120879120879
"so excited to see",16,"so","excited","to","see",0.161616161616162
"so i can see",16,"so","i","can","see",0.0627450980392157
"so that we can",16,"so","that","we","can",0.421052631578947
"subject to change or",16,"subject","to","change","or",0.842105263157895
"take a picture of",16,"take","a","picture","of",0.533333333333333
"tell me what you",16,"tell","me","what","you",0.285714285714286
"thank you all for",16,"thank","you","all","for",0.5
"thanks for coming out",16,"thanks","for","coming","out",0.271186440677966
"thanks for the link",16,"thanks","for","the","link",0.0113475177304965
"that appears on this",16,"that","appears","on","this",1
"that is why i",16,"that","is","why","i",0.390243902439024
"that sounds like a",16,"that","sounds","like","a",0.5
"the best i can",16,"the","best","i","can",0.470588235294118
"the fact that my",16,"the","fact","that","my",0.0357142857142857
"the next few days",16,"the","next","few","days",0.285714285714286
"the next time i",16,"the","next","time","i",0.421052631578947
"the number of people",16,"the","number","of","people",0.117647058823529
"the other day i",16,"the","other","day","i",0.136752136752137
"the outside of the",16,"the","outside","of","the",0.727272727272727
"the sides of the",16,"the","sides","of","the",0.888888888888889
"the way of the",16,"the","way","of","the",0.280701754385965
"there is also a",16,"there","is","also","a",0.5
"there should be a",16,"there","should","be","a",0.380952380952381
"this content is provided",16,"this","content","is","provided",1
"this has been a",16,"this","has","been","a",0.347826086956522
"to be honest i",16,"to","be","honest","i",0.219178082191781
"to change or removal",16,"to","change","or","removal",0.888888888888889
"to come out of",16,"to","come","out","of",0.271186440677966
"to let me know",16,"to","let","me","know",0.484848484848485
"to live in the",16,"to","live","in","the",0.231884057971014
"to meet you too",16,"to","meet","you","too",0.123076923076923
"to talk to you",16,"to","talk","to","you",0.101910828025478
"until the end of",16,"until","the","end","of",0.8
"up the great work",16,"up","the","great","work",0.941176470588235
"used to be a",16,"used","to","be","a",0.141592920353982
"want to be the",16,"want","to","be","the",0.0546075085324232
"want to do is",16,"want","to","do","is",0.129032258064516
"want to see the",16,"want","to","see","the",0.108108108108108
"was a good day",16,"was","a","good","day",0.146788990825688
"was so much fun",16,"was","so","much","fun",0.484848484848485
"we were going to",16,"we","were","going","to",0.761904761904762
"what happens when you",16,"what","happens","when","you",0.333333333333333
"what would you do",16,"what","would","you","do",0.266666666666667
"what you think of",16,"what","you","think","of",0.177777777777778
"with all my heart",16,"with","all","my","heart",0.432432432432432
"with all of the",16,"with","all","of","the",0.290909090909091
"woke up this morning",16,"woke","up","this","morning",0.941176470588235
"you all had a",16,"you","all","had","a",1
"you have no idea",16,"you","have","no","idea",0.275862068965517
"you know how to",16,"you","know","how","to",0.186046511627907
"you will be able",16,"you","will","be","able",0.10126582278481
"a big thank you",15,"a","big","thank","you",1
"a cup of tea",15,"a","cup","of","tea",0.254237288135593
"a great day to",15,"a","great","day","to",0.0697674418604651
"a great place to",15,"a","great","place","to",0.681818181818182
"a lot of them",15,"a","lot","of","them",0.0133928571428571
"a means for sites",15,"a","means","for","sites",0.9375
"a small amount of",15,"a","small","amount","of",0.833333333333333
"a week or so",15,"a","week","or","so",0.46875
"across the street from",15,"across","the","street","from",0.348837209302326
"advertising and linking to",15,"advertising","and","linking","to",1
"advertising fees by advertising",15,"advertising","fees","by","advertising",1
"all of this is",15,"all","of","this","is",0.130434782608696
"all the time but",15,"all","the","time","but",0.0625
"all the way through",15,"all","the","way","through",0.0852272727272727
"amazon eu associates programmes",15,"amazon","eu","associates","programmes",1
"amazon eu this content",15,"amazon","eu","this","content",1
"amazon services llc and",15,"amazon","services","llc","and",0.483870967741935
"amazon services llc andor",15,"amazon","services","llc","andor",0.483870967741935
"amazonca amazoncouk amazonde amazonfr",15,"amazonca","amazoncouk","amazonde","amazonfr",1
"amazoncom amazonca amazoncouk amazonde",15,"amazoncom","amazonca","amazoncouk","amazonde",1
"amazoncouk amazonde amazonfr amazonit",15,"amazoncouk","amazonde","amazonfr","amazonit",1
"amazonde amazonfr amazonit and",15,"amazonde","amazonfr","amazonit","and",1
"amazones certain content that",15,"amazones","certain","content","that",1
"amazonfr amazonit and amazones",15,"amazonfr","amazonit","and","amazones",1
"amazonit and amazones certain",15,"amazonit","and","amazones","certain",1
"and amazon eu associates",15,"and","amazon","eu","associates",1
"and amazones certain content",15,"and","amazones","certain","content",1
"and i are going",15,"and","i","are","going",0.137614678899083
"and linking to amazoncom",15,"and","linking","to","amazoncom",1
"and there was a",15,"and","there","was","a",0.267857142857143
"and you have to",15,"and","you","have","to",0.375
"andor amazon eu this",15,"andor","amazon","eu","this",1
"appears on this website",15,"appears","on","this","website",0.9375
"are looking forward to",15,"are","looking","forward","to",1
